TripID	ServiceNumber	RouteNumber	TripDate	TripTime	BusPlate	DriverNumber	Cancelled
270	7	2	2016-09-21	23:11:00	SHU6160Q	94874	0
271	7	2	2016-09-21	21:34:00	SBS3914J	69437	1
272	7	2	2016-09-21	06:07:00	SHD1212K	50026	0
273	7	2	2016-09-21	09:18:00	SBS8788U	16074	0
274	7	2	2016-09-21	09:45:00	SHO4287N	39576	0
275	7	2	2016-09-21	12:01:00	SHU4545S	10511	1
276	7	2	2016-09-21	10:40:00	SZI3294H	55019	0
277	7	2	2016-09-21	15:00:00	SBS3914J	31789	0
278	7	2	2016-09-21	19:38:00	SHM1267N	27006	0
279	7	2	2016-09-21	16:00:00	SBS7411E	97874	0
280	7	2	2016-09-21	17:27:00	SBS3450R	34970	0
281	7	2	2016-09-21	18:32:00	SHE7395K	69437	0
282	7	2	2016-09-21	19:58:00	SHK4232S	79745	0
283	7	2	2016-09-21	22:34:00	SHJ4568Y	63234	0
284	7	2	2016-09-21	23:26:00	SHZ1940F	17557	1
285	9	1	2016-09-21	06:17:00	SBS8980A	41789	0
286	9	1	2016-09-21	07:24:00	SBS7929N	89462	0
287	9	1	2016-09-21	07:59:00	SHO8654G	70209	1
288	9	1	2016-09-21	13:27:00	SHD1234G	80778	0
289	9	1	2016-09-21	17:50:00	SHM1267N	93711	1
290	9	1	2016-09-21	15:47:00	SBS1564K	23476	0
291	9	1	2016-09-21	14:30:00	SHM1288H	47110	0
292	9	1	2016-09-21	16:07:00	SBS8049C	66775	0
293	9	1	2016-09-21	18:34:00	SHE8833M	82335	0
294	9	1	2016-09-21	22:43:00	SBS8831B	18860	0
295	9	1	2016-09-21	17:54:00	SHG2119L	12308	0
296	9	1	2016-09-21	12:27:00	SHU5688J	13224	1
297	9	1	2016-09-21	08:05:00	SHO4779M	46872	0
298	9	1	2016-09-21	09:05:00	SBS7290F	62747	0
299	9	1	2016-09-21	12:07:00	SHT3660M	38320	0
300	9	1	2016-09-21	15:18:00	SBS3845F	69755	0
301	9	1	2016-09-21	17:54:00	SHU5688J	51789	0
302	9	1	2016-09-21	20:30:00	SBS8334C	70209	0
303	9	1	2016-09-21	05:24:00	SZV8375K	53198	0
304	9	1	2016-09-21	23:39:00	SHO4434V	44037	0
305	804	1	2016-09-21	00:43:00	SBS7184M	46953	0
306	804	1	2016-09-21	07:25:00	SHF4588G	66775	0
307	804	1	2016-09-21	07:08:00	SHT2921G	50013	0
308	804	1	2016-09-21	17:46:00	SBS7290F	64041	1
309	804	1	2016-09-21	13:50:00	SBS9394J	16074	0
310	804	1	2016-09-21	09:18:00	SHK9923K	95874	0
311	804	1	2016-09-21	10:59:00	SHJ8623D	84984	0
312	804	1	2016-09-21	11:57:00	SBS8261R	80345	0
313	804	1	2016-09-21	11:12:00	SHF4588G	63127	0
314	804	1	2016-09-21	16:17:00	SBS3228F	92144	0
315	804	1	2016-09-21	13:45:00	SBS3671H	38760	0
316	804	1	2016-09-21	14:16:00	SBS4057N	82375	0
317	804	1	2016-09-21	14:19:00	SBS5754S	94874	1
318	804	1	2016-09-21	18:51:00	SHD1234G	96874	0
319	804	1	2016-09-21	16:51:00	SBS7029P	20093	0
320	804	1	2016-09-21	18:15:00	SHR4587N	72294	0
321	804	1	2016-09-21	18:41:00	SBS9888H	63127	0
322	804	1	2016-09-21	18:01:00	SBS1152F	66173	0
323	804	1	2016-09-21	23:22:00	SHK4232S	69437	0
324	804	1	2016-09-21	19:06:00	SHG4243E	12345	0
325	804	1	2016-09-21	21:19:00	SHJ1256Y	80672	1
326	804	1	2016-09-21	21:54:00	SBS3063S	69234	0
327	804	1	2016-09-21	21:08:00	SHZ7036F	67634	0
328	804	1	2016-09-21	02:14:00	SBS4301G	49690	1
329	804	1	2016-09-21	00:30:00	SBS8684K	58059	0
330	804	1	2016-09-21	00:19:00	SHJ1276G	31925	0
331	804	1	2016-09-21	07:30:00	SHV4205K	16074	0
332	804	1	2016-09-21	15:29:00	SHI5477U	98874	0
333	804	1	2016-09-21	07:36:00	SHR8688J	97178	0
334	804	1	2016-09-21	11:43:00	SZY1607S	14850	0
335	804	1	2016-09-21	09:11:00	SHL1254T	89262	0
336	804	1	2016-09-21	09:45:00	SBS1856D	79145	0
337	804	1	2016-09-21	14:02:00	SHZ1940F	82315	0
338	804	1	2016-09-21	10:59:00	SHG2119L	29984	0
339	804	1	2016-09-21	14:56:00	SBS2814J	79245	0
340	804	1	2016-09-21	12:30:00	SHJ1276G	36904	0
341	804	1	2016-09-21	15:08:00	SHG2119L	54321	0
342	804	1	2016-09-21	13:44:00	SBS4325R	42452	0
343	804	1	2016-09-21	16:27:00	SHR5663L	82395	0
344	804	1	2016-09-21	16:57:00	SZK4221V	64234	0
345	804	1	2016-09-21	16:14:00	SBS8208E	38760	0
346	804	1	2016-09-21	18:13:00	SHA8677H	12121	0
347	804	1	2016-09-21	21:47:00	SBS3436H	82355	0
348	804	1	2016-09-21	02:20:00	SBS2574Q	22345	0
349	804	1	2016-09-21	19:01:00	SHG1266B	34522	0
350	804	1	2016-09-21	19:18:00	SBS1452Q	20087	0
351	804	1	2016-09-21	20:08:00	SHZ8927D	34970	0
352	804	1	2016-09-21	20:48:00	SHR8688J	13224	0
353	804	1	2016-09-21	00:32:00	SBS4057N	22345	0
354	804	1	2016-09-21	22:59:00	SBS7782B	47123	0
355	805	1	2016-09-21	00:01:00	SBS3436H	30909	0
356	805	1	2016-09-21	05:43:00	SHL8516O	83613	0
357	805	1	2016-09-21	06:50:00	SHO1232F	51106	0
358	805	1	2016-09-21	08:43:00	SBS9412Q	72641	0
359	805	1	2016-09-21	10:25:00	SHA4288R	11115	0
360	805	1	2016-09-21	11:49:00	SBS8944K	98203	0
361	805	1	2016-09-21	12:16:00	SHI2052G	64234	0
362	805	1	2016-09-21	13:04:00	SBS2416B	61234	0
363	805	1	2016-09-21	14:05:00	SBS9679N	12345	0
364	805	1	2016-09-21	16:12:00	SBS5014K	27006	0
365	805	1	2016-09-21	16:04:00	SHO8654G	52422	0
366	805	1	2016-09-21	17:55:00	SHK1245Q	66775	0
367	805	1	2016-09-21	17:00:00	SBS9367A	51277	0
368	805	1	2016-09-21	19:41:00	SHZ1940F	57345	0
369	805	1	2016-09-21	21:34:00	SBS2068G	54378	0
370	805	1	2016-09-21	22:46:00	SBS3628C	65234	0
371	805	1	2016-09-21	22:02:00	SHF4588G	66941	0
372	805	1	2016-09-21	22:47:00	SHR1277B	29011	0
373	805	1	2016-09-21	23:49:00	SHO8654G	51677	0
374	805	1	2016-09-21	12:30:00	SBS2068G	12308	0
375	805	1	2016-09-21	07:49:00	SBS5345R	54378	0
376	805	1	2016-09-21	12:13:00	SZV8375K	71552	0
377	805	1	2016-09-21	10:25:00	SHL4528R	71552	0
378	805	1	2016-09-21	10:07:00	SBS1014A	89462	0
379	805	1	2016-09-21	13:47:00	SHG6376B	37751	0
380	805	1	2016-09-21	12:01:00	SBS8658M	82385	0
381	805	1	2016-09-21	14:16:00	SBS3853T	52422	0
382	805	1	2016-09-21	16:54:00	SBS5231X	82315	0
383	805	1	2016-09-21	16:43:00	SBS8684K	55541	0
384	805	1	2016-09-21	19:23:00	SBS8261R	15498	1
385	805	1	2016-09-21	17:00:00	SBS9394J	17245	0
386	805	1	2016-09-21	22:02:00	SHD4265H	93165	0
387	805	1	2016-09-21	21:20:00	SBS6367H	59684	0
388	805	1	2016-09-21	21:54:00	SHK1234K	15777	0
389	805	1	2016-09-21	22:02:00	SBS4325R	23476	0
390	805	1	2016-09-21	22:47:00	SBS4350E	94821	0
391	805	1	2016-09-21	05:24:00	SBS7746Z	66487	0
392	855	1	2016-09-21	11:19:00	SHF1277H	10897	0
393	855	1	2016-09-21	11:30:00	SBS1452Q	55541	0
394	855	2	2016-09-21	06:07:00	SBS4789A	79545	0
395	74e	1	2016-09-21	08:46:00	SHV2399U	45678	0
396	74e	2	2016-09-21	20:50:00	SHA8254Z	32432	0
397	333	1	2016-09-21	09:11:00	SZW4511Y	84984	0
398	333	1	2016-09-21	11:32:00	SHE8833M	63234	1
399	333	1	2016-09-21	14:07:00	SBS5345R	83433	0
400	333	1	2016-09-21	19:05:00	SHB1234L	73304	0
401	333	1	2016-09-21	06:08:00	SBS8208E	64777	0
402	333	1	2016-09-21	12:04:00	SHK1234K	99223	0
403	333	1	2016-09-21	14:07:00	SHE7395K	23181	1
404	333	1	2016-09-21	22:42:00	SBS8684K	43434	0
405	107	1	2016-09-21	06:18:00	SBS3063S	33333	0
406	107	1	2016-09-21	18:54:00	SBS3436H	11115	0
407	107	1	2016-09-21	06:58:00	SBS6209C	53522	0
408	107	1	2016-09-21	17:33:00	SHL3332S	92144	0
409	107	2	2016-09-21	06:03:00	SBS8049C	34371	0
410	107	2	2016-09-21	09:29:00	SHM4518H	32345	0
411	107	2	2016-09-21	09:51:00	SBS3436H	82325	0
412	107	2	2016-09-21	11:11:00	SHM1267N	42345	0
413	107	2	2016-09-21	12:29:00	SBS7929N	19345	0
414	107	2	2016-09-21	14:22:00	SBS5842D	54819	0
415	107	2	2016-09-21	16:14:00	SBS8237A	15891	0
416	107	2	2016-09-21	01:48:00	SHF1234M	42498	0
417	107	2	2016-09-21	18:18:00	SHB9088W	91874	0
418	107	2	2016-09-21	22:38:00	SBS9367A	32858	0
419	107	2	2016-09-21	07:46:00	SBS8980A	34679	0
420	107	2	2016-09-21	09:16:00	SHG8632D	51677	0
421	107	2	2016-09-21	10:24:00	SHI5477U	28307	0
422	107	2	2016-09-21	14:24:00	SBS5014K	22667	1
423	107	2	2016-09-21	14:21:00	SBS5690Q	73304	0
424	107	2	2016-09-21	14:52:00	SHS5259Y	84844	0
425	107	2	2016-09-21	16:55:00	SBS9167R	33211	0
426	107	2	2016-09-21	17:51:00	SHA9303J	96635	0
427	107	2	2016-09-21	18:39:00	SHF1223X	54654	0
428	354	1	2016-09-21	09:00:00	SBS5014K	62234	0
429	354	1	2016-09-21	10:09:00	SBS8261R	38760	0
430	354	1	2016-09-21	13:08:00	SBS1452Q	45327	1
431	354	1	2016-09-21	13:12:00	SBS3950Q	79845	0
432	354	1	2016-09-21	15:10:00	SBS5735S	18860	0
433	354	1	2016-09-21	22:12:00	SBS5735S	42498	0
434	354	1	2016-09-21	17:58:00	SHB1278H	70613	0
435	354	1	2016-09-21	21:16:00	SHF4488N	39048	0
436	354	1	2016-09-21	22:03:00	SHG1245S	63927	0
437	124	1	2016-09-21	02:05:00	SBS9512L	61692	1
438	124	2	2016-09-21	00:00:00	SBS8208E	69728	0
439	21	1	2016-09-21	00:00:00	SHO4598H	10987	0
440	21	1	2016-09-21	06:33:00	SHG4243E	52433	0
441	21	1	2016-09-21	16:17:00	SHD4265H	43434	0
442	21	1	2016-09-21	10:05:00	SBS5942N	12789	0
443	21	1	2016-09-21	15:17:00	SHB1234L	65964	0
444	21	2	2016-09-21	00:06:00	SBS8261R	82726	0
445	21	2	2016-09-21	01:20:00	SHT3660M	36465	0
446	21	2	2016-09-21	08:54:00	SBS6648R	64041	0
